,날짜,use_end_lng,use_end_lat,최저기온(°C),최고기온(°C),강수유무,주간/주말,대여자수
642,1218,127.298701,36.490841,-9.0,0.0,0,1,-3.02
740,1218,127.239155,36.516902,-9.0,0.0,0,1,0.73
3491,1218,127.294963,36.602172,-9.0,0.0,0,1,3.54
4009,1218,127.25878,36.514595,-9.0,0.0,0,1,6.02
3673,1218,127.325279,36.496456,-9.0,0.0,0,1,-1.26
278,1218,127.255838,36.497316,-9.0,0.0,0,1,2.39
4023,1218,127.249746,36.494938,-9.0,0.0,0,1,3.79
3617,1218,127.264454,36.52787,-9.0,0.0,0,1,2.89
292,1218,127.255669,36.485127,-9.0,0.0,0,1,-0.21
684,1218,127.250338,36.488113,-9.0,0.0,0,1,2.37
334,1218,127.251881,36.494407,-9.0,0.0,0,1,-0.87
285,1218,127.27429,36.505758,-9.0,0.0,0,1,0.05
635,1218,127.301179,36.486802,-9.0,0.0,0,1,2.15
3666,1218,127.321965,36.497709,-9.0,0.0,0,1,6.08
3624,1218,127.2666,36.489121,-9.0,0.0,0,1,11.29
4016,1218,127.251968,36.495781,-9.0,0.0,0,1,8.46
677,1218,127.251332,36.485046,-9.0,0.0,0,1,1.71
628,1218,127.297934,36.48315,-9.0,0.0,0,1,2.89
3974,1218,127.273492,36.505807,-9.0,0.0,0,1,0.05
4079,1218,127.250099,36.485967,-9.0,0.0,0,1,0.63
670,1218,127.260369,36.479792,-9.0,0.0,0,1,6.73
222,1218,127.29061,36.477142,-9.0,0.0,0,1,0.21
810,1218,127.257618,36.508385,-9.0,0.0,0,1,3.15
3652,1218,127.310773,36.494962,-9.0,0.0,0,1,-2.77
159,1218,127.249595,36.511492,-9.0,0.0,0,1,1.34
4142,1218,127.254439,36.479888,-9.0,0.0,0,1,2.03
3505,1218,127.309124,36.497413,-9.0,0.0,0,1,1.71
796,1218,127.26221,36.515906,-9.0,0.0,0,1,2.92
3904,1218,127.244934,36.494836,-9.0,0.0,0,1,0.53
572,1218,127.321606,36.490739,-9.0,0.0,0,1,4.27
4135,1218,127.329186,36.49894,-9.0,0.0,0,1,0.56
3729,1218,127.276105,36.471763,-9.0,0.0,0,1,2.1
397,1218,127.276504,36.474518,-9.0,0.0,0,1,4.64
3512,1218,127.313487,36.498583,-9.0,0.0,0,1,3.12
173,1218,127.253096,36.51964,-9.0,0.0,0,1,1.52
789,1218,127.249809,36.519458,-9.0,0.0,0,1,1.71
3736,1218,127.255363,36.475171,-9.0,0.0,0,1,5.61
3792,1218,127.231786,36.507032,-9.0,0.0,0,1,-0.5
3498,1218,127.234777,36.504293,-9.0,0.0,0,1,1.1
166,1218,127.242543,36.514818,-9.0,0.0,0,1,2.39
4128,1218,127.267595,36.506868,-9.0,0.0,0,1,3.16
3897,1218,127.264431,36.498105,-9.0,0.0,0,1,5.27
3477,1218,127.269667,36.492533,-9.0,0.0,0,1,1.65
824,1218,127.2662,36.495258,-9.0,0.0,0,1,3.79
558,1218,127.259026,36.495499,-9.0,0.0,0,1,7.11
3743,1218,127.251569,36.480223,-9.0,0.0,0,1,1.12
138,1218,127.246085,36.50206,-9.0,0.0,0,1,0.56
4163,1218,127.310056,36.49599,-9.0,0.0,0,1,-1.02
3890,1218,127.270002,36.504864,-9.0,0.0,0,1,12.97
691,1218,127.248148,36.493878,-9.0,0.0,0,1,2.91
152,1218,127.241923,36.508983,-9.0,0.0,0,1,0.16
145,1218,127.249841,36.504353,-9.0,0.0,0,1,0.78
817,1218,127.267186,36.504732,-9.0,0.0,0,1,8.58
4156,1218,127.288709,36.4788,-9.0,0.0,0,1,12.77
565,1218,127.295035,36.481002,-9.0,0.0,0,1,1.04
3561,1218,127.241161,36.519924,-9.0,0.0,0,1,1.27
4149,1218,127.260262,36.508541,-9.0,0.0,0,1,2.46
3911,1218,127.289331,36.476651,-9.0,0.0,0,1,6.6
411,1218,127.309493,36.498208,-9.0,0.0,0,1,0.93
3610,1218,127.261899,36.508227,-9.0,0.0,0,1,9.15
404,1218,127.310543,36.497302,-9.0,0.0,0,1,3.59
3533,1218,127.260959,36.509331,-9.0,0.0,0,1,9.17
390,1218,127.248629,36.511553,-9.0,0.0,0,1,1.78
761,1218,127.24962,36.506615,-9.0,0.0,0,1,-0.04
4100,1218,127.248994,36.493333,-9.0,0.0,0,1,5.95
376,1218,127.257111,36.487465,-9.0,0.0,0,1,3.83
3708,1218,127.235896,36.499667,-9.0,0.0,0,1,0.85
208,1218,127.269458,36.497987,-9.0,0.0,0,1,2.35
3547,1218,127.264161,36.516144,-9.0,0.0,0,1,3.95
754,1218,127.247207,36.502186,-9.0,0.0,0,1,0.95
593,1218,127.32453,36.491178,-9.0,0.0,0,1,2.29
4093,1218,127.31053,36.497748,-9.0,0.0,0,1,0.16
215,1218,127.294162,36.483599,-9.0,0.0,0,1,-1.81
3554,1218,127.258063,36.503066,-9.0,0.0,0,1,2.26
747,1218,127.243793,36.501713,-9.0,0.0,0,1,8.56
4086,1218,127.27964,36.47092,-9.0,0.0,0,1,0.92
600,1218,127.2884,36.480947,-9.0,0.0,0,1,-0.47
579,1218,127.260384,36.497497,-9.0,0.0,0,1,0.72
369,1218,127.257419,36.507592,-9.0,0.0,0,1,-1.39
3701,1218,127.297858,36.482487,-9.0,0.0,0,1,0.26
768,1218,127.25001,36.509118,-9.0,0.0,0,1,-0.71
3722,1218,127.280487,36.475127,-9.0,0.0,0,1,2.01
3925,1218,127.255052,36.49264,-9.0,0.0,0,1,8.82
3540,1218,127.249288,36.483121,-9.0,0.0,0,1,0.53
3519,1218,127.328621,36.499711,-9.0,0.0,0,1,1.45
782,1218,127.250458,36.512605,-9.0,0.0,0,1,2.0
180,1218,127.261888,36.516176,-9.0,0.0,0,1,2.91
4121,1218,127.306808,36.496003,-9.0,0.0,0,1,7.16
194,1218,127.261882,36.510627,-9.0,0.0,0,1,4.27
3526,1218,127.259114,36.517504,-9.0,0.0,0,1,2.3
187,1218,127.259334,36.51421,-9.0,0.0,0,1,5.48
201,1218,127.271983,36.502563,-9.0,0.0,0,1,7.22
4114,1218,127.261514,36.504309,-9.0,0.0,0,1,10.03
586,1218,127.29294,36.480135,-9.0,0.0,0,1,0.78
3715,1218,127.308087,36.481066,-9.0,0.0,0,1,0.04
383,1218,127.249799,36.504512,-9.0,0.0,0,1,3.82
3932,1218,127.253187,36.475209,-9.0,0.0,0,1,4.47
775,1218,127.248956,36.511523,-9.0,0.0,0,1,1.26
418,1218,127.290559,36.621048,-9.0,0.0,0,1,3.02
4107,1218,127.296809,36.610198,-9.0,0.0,0,1,2.05
2952,1218,127.277899,36.469965,-9.0,0.0,0,1,1.95
2749,1218,127.262678,36.480336,-9.0,0.0,0,1,0.72
1391,1218,127.24898,36.511775,-9.0,0.0,0,1,1.97
2917,1218,127.248697,36.484697,-9.0,0.0,0,1,3.12
2427,1218,127.263136,36.524612,-9.0,0.0,0,1,0.19
1881,1218,127.275669,36.471963,-9.0,0.0,0,1,0.25
131,1218,127.2394,36.510443,-9.0,0.0,0,1,0.32
1384,1218,127.249758,36.510313,-9.0,0.0,0,1,1.49
1377,1218,127.251003,36.501881,-9.0,0.0,0,1,3.51
2931,1218,127.249603,36.50488,-9.0,0.0,0,1,-0.25
2420,1218,127.322089,36.488489,-9.0,0.0,0,1,4.67
1888,1218,127.274299,36.469017,-9.0,0.0,0,1,2.38
1370,1218,127.248263,36.50198,-9.0,0.0,0,1,9.51
2938,1218,127.241516,36.505046,-9.0,0.0,0,1,0.55
1363,1218,127.241406,36.503886,-9.0,0.0,0,1,1.21
2924,1218,127.247664,36.486589,-9.0,0.0,0,1,0.41
1076,1218,127.246996,36.489914,-9.0,0.0,0,1,2.38
243,1218,127.297462,36.482212,-9.0,0.0,0,1,2.51
2945,1218,127.243027,36.510859,-9.0,0.0,0,1,3.03
2413,1218,127.273774,36.469257,-9.0,0.0,0,1,3.17
2406,1218,127.289834,36.497709,-9.0,0.0,0,1,0.37
1902,1218,127.262328,36.479133,-9.0,0.0,0,1,4.99
1349,1218,127.237027,36.520219,-9.0,0.0,0,1,1.0
2959,1218,127.26769,36.525145,-9.0,0.0,0,1,0.55
1342,1218,127.237042,36.502942,-9.0,0.0,0,1,0.79
1874,1218,127.307528,36.482526,-9.0,0.0,0,1,0.42
2399,1218,127.262421,36.49216,-9.0,0.0,0,1,-0.45
3918,1218,127.2417,36.496172,-9.0,0.0,0,1,0.31
2434,1218,127.3205,36.485792,-9.0,0.0,0,1,2.87
1839,1218,127.266879,36.503281,-9.0,0.0,0,1,3.87
1447,1218,127.28775,36.479902,-9.0,0.0,0,1,-0.88
2861,1218,127.249233,36.505187,-9.0,0.0,0,1,7.74
1440,1218,127.270092,36.489489,-9.0,0.0,0,1,-4.81
2868,1218,127.247528,36.490402,-9.0,0.0,0,1,0.51
1356,1218,127.239129,36.51541,-9.0,0.0,0,1,0.91
1895,1218,127.25031,36.477601,-9.0,0.0,0,1,6.13
1398,1218,127.250768,36.514231,-9.0,0.0,0,1,0.17
2462,1218,127.288405,36.480258,-9.0,0.0,0,1,-0.86
1566,1218,127.256943,36.491374,-9.0,0.0,0,1,14.74
1433,1218,127.26201,36.504531,-9.0,0.0,0,1,8.0
1426,1218,127.26414,36.510086,-9.0,0.0,0,1,2.54
2882,1218,127.245599,36.489613,-9.0,0.0,0,1,-0.82
1419,1218,127.264529,36.513549,-9.0,0.0,0,1,3.72
2889,1218,127.293226,36.609976,-9.0,0.0,0,1,2.8
2448,1218,127.263397,36.483728,-9.0,0.0,0,1,7.31
3064,1218,127.267784,36.50953,-9.0,0.0,0,1,-0.48
1860,1218,127.2953,36.484876,-9.0,0.0,0,1,1.4
2896,1218,127.315948,36.500299,-9.0,0.0,0,1,1.96
2441,1218,127.243292,36.51207,-9.0,0.0,0,1,3.18
1405,1218,127.256407,36.518883,-9.0,0.0,0,1,1.59
2903,1218,127.307685,36.49915,-9.0,0.0,0,1,3.67
1867,1218,127.307428,36.481462,-9.0,0.0,0,1,1.4
2910,1218,127.304708,36.484171,-9.0,0.0,0,1,-0.21
2469,1218,127.297308,36.479951,-9.0,0.0,0,1,3.77
1412,1218,127.262992,36.515996,-9.0,0.0,0,1,2.27
1853,1218,127.295439,36.478263,-9.0,0.0,0,1,1.28
1615,1218,127.25016,36.502959,-9.0,0.0,0,1,3.1
1510,1218,127.255454,36.513898,-9.0,0.0,0,1,1.25
1335,1218,127.229697,36.513094,-9.0,0.0,0,1,0.75
3036,1218,127.305279,36.492846,-9.0,0.0,0,1,0.5
1265,1218,127.276106,36.472293,-9.0,0.0,0,1,2.97
3043,1218,127.261847,36.499833,-9.0,0.0,0,1,5.95
2350,1218,127.297929,36.601053,-9.0,0.0,0,1,2.21
1958,1218,127.230874,36.516825,-9.0,0.0,0,1,0.74
1258,1218,127.307027,36.482323,-9.0,0.0,0,1,0.97
3050,1218,127.323865,36.497535,-9.0,0.0,0,1,0.15
2343,1218,127.285486,36.476889,-9.0,0.0,0,1,4.98
1965,1218,127.251731,36.479975,-9.0,0.0,0,1,1.96
1251,1218,127.301857,36.486763,-9.0,0.0,0,1,1.15
3057,1218,127.328434,36.501578,-9.0,0.0,0,1,0.5
2336,1218,127.242839,36.525969,-9.0,0.0,0,1,2.12
1244,1218,127.298764,36.483792,-9.0,0.0,0,1,-0.94
2357,1218,127.303015,36.490436,-9.0,0.0,0,1,3.99
3029,1218,127.241216,36.51164,-9.0,0.0,0,1,4.46
1909,1218,127.250624,36.48579,-9.0,0.0,0,1,4.22
1972,1218,127.239969,36.508943,-9.0,0.0,0,1,-0.05
3071,1218,127.259176,36.484292,-9.0,0.0,0,1,23.87
1930,1218,127.243434,36.499395,-9.0,0.0,0,1,0.93
1279,1218,127.252185,36.478211,-9.0,0.0,0,1,1.4
2966,1218,127.298027,36.602414,-9.0,0.0,0,1,1.22
3022,1218,127.297101,36.586551,-9.0,0.0,0,1,-0.05
1944,1218,127.237513,36.506158,-9.0,0.0,0,1,-0.5
2973,1218,127.258746,36.515305,-9.0,0.0,0,1,4.02
1237,1218,127.294376,36.483899,-9.0,0.0,0,1,-0.77
2392,1218,127.261355,36.491474,-9.0,0.0,0,1,7.76
1328,1218,127.237259,36.506298,-9.0,0.0,0,1,-0.49
2980,1218,127.324436,36.500307,-9.0,0.0,0,1,5.6
2623,1218,127.252444,36.5114,-9.0,0.0,0,1,1.35
1321,1218,127.251723,36.498332,-9.0,0.0,0,1,1.81
2987,1218,127.254918,36.479067,-9.0,0.0,0,1,-0.77
2385,1218,127.267838,36.529558,-9.0,0.0,0,1,1.46
1923,1218,127.25243,36.490872,-9.0,0.0,0,1,2.84
1916,1218,127.256033,36.485805,-9.0,0.0,0,1,1.87
1979,1218,127.243896,36.505023,-9.0,0.0,0,1,1.24
2329,1218,127.245721,36.517323,-9.0,0.0,0,1,2.27
1314,1218,127.240739,36.499051,-9.0,0.0,0,1,0.54
2994,1218,127.255975,36.510809,-9.0,0.0,0,1,2.18
3001,1218,127.263987,36.528441,-9.0,0.0,0,1,1.82
1300,1218,127.250133,36.489253,-9.0,0.0,0,1,4.07
3008,1218,127.261028,36.490011,-9.0,0.0,0,1,8.47
2371,1218,127.288635,36.476536,-9.0,0.0,0,1,5.67
1937,1218,127.236016,36.501136,-9.0,0.0,0,1,0.81
1293,1218,127.250956,36.485164,-9.0,0.0,0,1,1.07
3015,1218,127.263648,36.488571,-9.0,0.0,0,1,3.61
1272,1218,127.273195,36.470563,-9.0,0.0,0,1,0.11
2364,1218,127.258506,36.506927,-9.0,0.0,0,1,7.82
2854,1218,127.283881,36.472979,-9.0,0.0,0,1,2.62
1454,1218,127.295566,36.479504,-9.0,0.0,0,1,2.14
1832,1218,127.283304,36.486074,-9.0,0.0,0,1,1.66
1622,1218,127.231915,36.49982,-9.0,0.0,0,1,3.41
1727,1218,127.317611,36.496058,-9.0,0.0,0,1,5.48
2378,1218,127.249447,36.504891,-9.0,0.0,0,1,2.0
1307,1218,127.249472,36.490763,-9.0,0.0,0,1,-0.5
1286,1218,127.262571,36.479048,-9.0,0.0,0,1,0.52
1951,1218,127.229857,36.51448,-9.0,0.0,0,1,0.5
2686,1218,127.301747,36.485021,-9.0,0.0,0,1,1.27
2455,1218,127.317184,36.483881,-9.0,0.0,0,1,1.3
1608,1218,127.256886,36.495246,-9.0,0.0,0,1,3.28
2700,1218,127.295283,36.478607,-9.0,0.0,0,1,0.2
2567,1218,127.229409,36.514352,-9.0,0.0,0,1,1.19
1741,1218,127.302367,36.489461,-9.0,0.0,0,1,1.51
1601,1218,127.268355,36.468184,-9.0,0.0,0,1,2.87
1755,1218,127.29052,36.477336,-9.0,0.0,0,1,12.89
2707,1218,127.26861,36.482087,-9.0,0.0,0,1,-1.51
2714,1218,127.302012,36.487034,-9.0,0.0,0,1,0.55
2560,1218,127.239389,36.507022,-9.0,0.0,0,1,2.14
1748,1218,127.26509,36.524998,-9.0,0.0,0,1,2.18
1587,1218,127.263408,36.495654,-9.0,0.0,0,1,2.6
2721,1218,127.262,36.483099,-9.0,0.0,0,1,8.75
1580,1218,127.262975,36.479914,-9.0,0.0,0,1,-0.07
2728,1218,127.262751,36.496759,-9.0,0.0,0,1,13.33
1594,1218,127.250704,36.51497,-9.0,0.0,0,1,2.02
1734,1218,127.259281,36.514435,-9.0,0.0,0,1,4.62
1706,1218,127.28319,36.477265,-9.0,0.0,0,1,5.26
2553,1218,127.239876,36.50235,-9.0,0.0,0,1,2.08
2574,1218,127.231787,36.517593,-9.0,0.0,0,1,0.69
4030,1218,127.251715,36.504355,-9.0,0.0,0,1,10.93
2679,1218,127.273169,36.47094,-9.0,0.0,0,1,0.49
1720,1218,127.266804,36.484644,-9.0,0.0,0,1,-2.14
2616,1218,127.243538,36.512167,-9.0,0.0,0,1,6.58
1678,1218,127.233067,36.520986,-9.0,0.0,0,1,0.72
2630,1218,127.245395,36.516106,-9.0,0.0,0,1,2.8
1692,1218,127.247783,36.488171,-9.0,0.0,0,1,1.63
2651,1218,127.255733,36.512183,-9.0,0.0,0,1,1.56
1699,1218,127.26726,36.500524,-9.0,0.0,0,1,3.66
2609,1218,127.252735,36.501528,-9.0,0.0,0,1,3.83
1664,1218,127.255734,36.478032,-9.0,0.0,0,1,3.08
2644,1218,127.258799,36.514439,-9.0,0.0,0,1,1.39
1657,1218,127.260966,36.497021,-9.0,0.0,0,1,28.96
2602,1218,127.250042,36.500706,-9.0,0.0,0,1,5.79
1671,1218,127.245724,36.465209,-9.0,0.0,0,1,3.58
2581,1218,127.237564,36.517281,-9.0,0.0,0,1,1.13
2637,1218,127.256521,36.516357,-9.0,0.0,0,1,1.84
1797,1218,127.320032,36.48552,-9.0,0.0,0,1,2.55
1496,1218,127.259943,36.497628,-9.0,0.0,0,1,19.32
2819,1218,127.250539,36.511454,-9.0,0.0,0,1,2.41
1643,1218,127.29728,36.594918,-9.0,0.0,0,1,0.46
2665,1218,127.260127,36.501459,-9.0,0.0,0,1,12.7
1636,1218,127.291207,36.479361,-9.0,0.0,0,1,6.05
2672,1218,127.246134,36.491607,-9.0,0.0,0,1,2.93
2588,1218,127.240092,36.508769,-9.0,0.0,0,1,0.79
1629,1218,127.300812,36.483993,-9.0,0.0,0,1,2.05
2735,1218,127.265997,36.501462,-9.0,0.0,0,1,0.5
2546,1218,127.244546,36.499254,-9.0,0.0,0,1,-0.8
1762,1218,127.256811,36.49901,-9.0,0.0,0,1,11.9
2504,1218,127.288415,36.479836,-9.0,0.0,0,1,0.42
1804,1218,127.322201,36.493163,-9.0,0.0,0,1,3.56
1503,1218,127.264713,36.499512,-9.0,0.0,0,1,11.87
2805,1218,127.259548,36.484589,-9.0,0.0,0,1,7.36
2497,1218,127.277055,36.472382,-9.0,0.0,0,1,1.95
2693,1218,127.248791,36.496976,-9.0,0.0,0,1,5.45
1713,1218,127.245502,36.517797,-9.0,0.0,0,1,1.28
2595,1218,127.244961,36.505519,-9.0,0.0,0,1,6.8
2812,1218,127.241438,36.504368,-9.0,0.0,0,1,0.29
1811,1218,127.248088,36.52161,-9.0,0.0,0,1,0.85
1482,1218,127.262704,36.495181,-9.0,0.0,0,1,14.01
2490,1218,127.301434,36.493997,-9.0,0.0,0,1,-1.46
1818,1218,127.305612,36.495824,-9.0,0.0,0,1,5.94
2826,1218,127.272229,36.501324,-9.0,0.0,0,1,-0.56
1475,1218,127.297137,36.482649,-9.0,0.0,0,1,5.08
2833,1218,127.2592,36.485165,-9.0,0.0,0,1,12.73
2483,1218,127.307691,36.480931,-9.0,0.0,0,1,0.33
2658,1218,127.267945,36.508601,-9.0,0.0,0,1,-0.47
1825,1218,127.322704,36.49318,-9.0,0.0,0,1,0.9
2840,1218,127.256346,36.494621,-9.0,0.0,0,1,12.23
2476,1218,127.294893,36.485029,-9.0,0.0,0,1,-1.87
1461,1218,127.243222,36.496011,-9.0,0.0,0,1,4.71
2847,1218,127.266949,36.494919,-9.0,0.0,0,1,40.67
2798,1218,127.252334,36.490511,-9.0,0.0,0,1,1.61
1489,1218,127.304154,36.491211,-9.0,0.0,0,1,0.91
1650,1218,127.229371,36.512102,-9.0,0.0,0,1,1.68
1468,1218,127.248722,36.495532,-9.0,0.0,0,1,9.11
1125,1218,127.301503,36.489072,-9.0,0.0,0,1,1.56
1573,1218,127.258087,36.486723,-9.0,0.0,0,1,3.46
3330,1218,127.302129,36.487293,-9.0,0.0,0,1,0.25
2539,1218,127.252106,36.492861,-9.0,0.0,0,1,3.81
1769,1218,127.268727,36.528448,-9.0,0.0,0,1,1.06
1559,1218,127.261286,36.503896,-9.0,0.0,0,1,19.57
957,1218,127.25786,36.487143,-9.0,0.0,0,1,6.0
1552,1218,127.242918,36.494065,-9.0,0.0,0,1,1.85
2756,1218,127.25497,36.484967,-9.0,0.0,0,1,-0.36
3302,1218,127.299684,36.488752,-9.0,0.0,0,1,2.01
2532,1218,127.257124,36.487564,-9.0,0.0,0,1,6.4
1545,1218,127.261554,36.507543,-9.0,0.0,0,1,7.93
1230,1218,127.289038,36.47895,-9.0,0.0,0,1,2.88
2763,1218,127.253609,36.488251,-9.0,0.0,0,1,2.56
2770,1218,127.259677,36.501739,-9.0,0.0,0,1,29.26
2525,1218,127.250476,36.486842,-9.0,0.0,0,1,4.76
1783,1218,127.261558,36.491676,-9.0,0.0,0,1,2.05
1531,1218,127.255413,36.489045,-9.0,0.0,0,1,6.89
2742,1218,127.267301,36.522272,-9.0,0.0,0,1,0.85
2791,1218,127.256616,36.494054,-9.0,0.0,0,1,4.9
2777,1218,127.252138,36.484322,-9.0,0.0,0,1,2.9
1790,1218,127.264983,36.505644,-9.0,0.0,0,1,20.4
1517,1218,127.250021,36.482426,-9.0,0.0,0,1,4.35
2511,1218,127.2549,36.479357,-9.0,0.0,0,1,1.65
1538,1218,127.251225,36.484847,-9.0,0.0,0,1,0.51
3078,1218,127.28909,36.480842,-9.0,0.0,0,1,0.8
1685,1218,127.262043,36.507427,-9.0,0.0,0,1,9.35
1062,1218,127.245976,36.509827,-9.0,0.0,0,1,5.43
1041,1218,127.303835,36.481239,-9.0,0.0,0,1,4.49
2063,1218,127.275964,36.472159,-9.0,0.0,0,1,0.25
1146,1218,127.256688,36.499785,-9.0,0.0,0,1,10.51
1097,1218,127.252117,36.517449,-9.0,0.0,0,1,1.69
1006,1218,127.252771,36.483513,-9.0,0.0,0,1,2.04
3155,1218,127.252411,36.493288,-9.0,0.0,0,1,2.27
1153,1218,127.271626,36.527208,-9.0,0.0,0,1,0.54
3211,1218,127.246239,36.499491,-9.0,0.0,0,1,1.44
1524,1218,127.255562,36.484743,-9.0,0.0,0,1,1.93
2518,1218,127.248515,36.482801,-9.0,0.0,0,1,2.59
2028,1218,127.25874,36.514673,-9.0,0.0,0,1,6.02
2182,1218,127.251984,36.490853,-9.0,0.0,0,1,1.47
3162,1218,127.245067,36.498814,-9.0,0.0,0,1,-0.14
3267,1218,127.266847,36.512181,-9.0,0.0,0,1,0.45
1160,1218,127.262608,36.491181,-9.0,0.0,0,1,2.56
2210,1218,127.272031,36.501221,-9.0,0.0,0,1,-2.32
999,1218,127.249936,36.503709,-9.0,0.0,0,1,1.69
3260,1218,127.258868,36.513965,-9.0,0.0,0,1,6.65
2280,1218,127.311014,36.5011,-9.0,0.0,0,1,-0.09
3141,1218,127.250668,36.486754,-9.0,0.0,0,1,4.62
3309,1218,127.250118,36.495699,-9.0,0.0,0,1,4.43
2021,1218,127.262583,36.518269,-9.0,0.0,0,1,0.94
2287,1218,127.287455,36.479679,-9.0,0.0,0,1,0.33
1167,1218,127.24453,36.519017,-9.0,0.0,0,1,1.85
3218,1218,127.249992,36.503494,-9.0,0.0,0,1,1.69
2252,1218,127.251684,36.470509,-9.0,0.0,0,1,7.69
992,1218,127.256734,36.49024,-9.0,0.0,0,1,24.06
1090,1218,127.282393,36.474437,-9.0,0.0,0,1,5.3
3148,1218,127.243401,36.493183,-9.0,0.0,0,1,0.42
2126,1218,127.264262,36.519649,-9.0,0.0,0,1,-2.38
3134,1218,127.251107,36.483183,-9.0,0.0,0,1,1.64
1174,1218,127.26128,36.494068,-9.0,0.0,0,1,3.25
2273,1218,127.262468,36.496818,-9.0,0.0,0,1,2.37
1034,1218,127.288727,36.614142,-9.0,0.0,0,1,4.61
2056,1218,127.244876,36.489645,-9.0,0.0,0,1,0.11
3190,1218,127.232672,36.518381,-9.0,0.0,0,1,0.75
1118,1218,127.284106,36.497816,-9.0,0.0,0,1,-1.15
1027,1218,127.303453,36.601647,-9.0,0.0,0,1,0.08
2196,1218,127.26829,36.480811,-9.0,0.0,0,1,-0.32
2784,1218,127.260075,36.511757,-9.0,0.0,0,1,5.59
1111,1218,127.311827,36.497844,-9.0,0.0,0,1,12.47
2105,1218,127.303937,36.490897,-9.0,0.0,0,1,-0.03
2049,1218,127.256785,36.501591,-9.0,0.0,0,1,20.1
2259,1218,127.28665,36.594851,-9.0,0.0,0,1,0.69
3281,1218,127.269599,36.499517,-9.0,0.0,0,1,1.44
3183,1218,127.234014,36.510417,-9.0,0.0,0,1,0.17
2245,1218,127.259272,36.498197,-9.0,0.0,0,1,-0.07
2098,1218,127.301409,36.487204,-9.0,0.0,0,1,2.41
3197,1218,127.239164,36.518155,-9.0,0.0,0,1,1.13
2203,1218,127.263804,36.495494,-9.0,0.0,0,1,18.49
1776,1218,127.264281,36.487586,-9.0,0.0,0,1,1.52
3176,1218,127.234265,36.506451,-9.0,0.0,0,1,-0.45
2119,1218,127.262309,36.50198,-9.0,0.0,0,1,9.53
2189,1218,127.247303,36.504762,-9.0,0.0,0,1,3.58
1139,1218,127.301668,36.484908,-9.0,0.0,0,1,4.18
2175,1218,127.259844,36.500817,-9.0,0.0,0,1,27.62
3204,1218,127.239786,36.510795,-9.0,0.0,0,1,0.57
3169,1218,127.238061,36.502561,-9.0,0.0,0,1,0.64
2266,1218,127.250358,36.48535,-9.0,0.0,0,1,1.02
1132,1218,127.267491,36.527971,-9.0,0.0,0,1,1.24
2042,1218,127.266978,36.510682,-9.0,0.0,0,1,0.44
3288,1218,127.243938,36.493015,-9.0,0.0,0,1,3.64
1020,1218,127.291021,36.479857,-9.0,0.0,0,1,1.1
1104,1218,127.236325,36.500387,-9.0,0.0,0,1,1.58
2133,1218,127.262081,36.480312,-9.0,0.0,0,1,9.88
2070,1218,127.299023,36.480826,-9.0,0.0,0,1,2.24
1223,1218,127.249781,36.491616,-9.0,0.0,0,1,2.45
1013,1218,127.277269,36.473942,-9.0,0.0,0,1,4.1
3295,1218,127.285866,36.475092,-9.0,0.0,0,1,4.49
2238,1218,127.280742,36.471162,-9.0,0.0,0,1,3.1
2308,1218,127.302517,36.48525,-9.0,0.0,0,1,0.19
2112,1218,127.260151,36.497901,-9.0,0.0,0,1,1.16
2161,1218,127.259691,36.511538,-9.0,0.0,0,1,1.83
1202,1218,127.303269,36.49542,-9.0,0.0,0,1,0.32
1055,1218,127.25981,36.488291,-9.0,0.0,0,1,7.42
3232,1218,127.247866,36.511608,-9.0,0.0,0,1,2.18
2091,1218,127.269095,36.481223,-9.0,0.0,0,1,-3.36
971,1218,127.250018,36.508518,-9.0,0.0,0,1,0.76
2154,1218,127.259364,36.500987,-9.0,0.0,0,1,38.07
3099,1218,127.307863,36.481517,-9.0,0.0,0,1,1.35
2217,1218,127.259421,36.484841,-9.0,0.0,0,1,6.45
1993,1218,127.252239,36.501901,-9.0,0.0,0,1,3.25
2315,1218,127.267736,36.500118,-9.0,0.0,0,1,0.23
3337,1218,127.26228,36.484577,-9.0,0.0,0,1,3.1
2147,1218,127.255995,36.490854,-9.0,0.0,0,1,2.3
3106,1218,127.303227,36.495907,-9.0,0.0,0,1,-3.47
3239,1218,127.24582,36.51333,-9.0,0.0,0,1,2.12
1209,1218,127.324919,36.492476,-9.0,0.0,0,1,0.68
3085,1218,127.30788,36.481427,-9.0,0.0,0,1,1.31
1048,1218,127.285131,36.475025,-9.0,0.0,0,1,1.53
2301,1218,127.289234,36.608603,-9.0,0.0,0,1,5.99
2000,1218,127.242248,36.511875,-9.0,0.0,0,1,3.82
1986,1218,127.24873,36.502239,-9.0,0.0,0,1,9.9
3246,1218,127.251053,36.515796,-9.0,0.0,0,1,3.01
1069,1218,127.27871,36.473434,-9.0,0.0,0,1,1.99
2084,1218,127.249401,36.493768,-9.0,0.0,0,1,10.39
2035,1218,127.260707,36.512611,-9.0,0.0,0,1,3.31
1216,1218,127.28333,36.486524,-9.0,0.0,0,1,-0.89
2224,1218,127.257046,36.495686,-9.0,0.0,0,1,3.4
964,1218,127.244231,36.505287,-9.0,0.0,0,1,0.68
2077,1218,127.246459,36.494778,-9.0,0.0,0,1,-1.36
4303,1218,127.255611,36.501082,-9.0,0.0,0,1,4.18
